loan_amount_requested,loan_tenure_months,interest_rate_offered,cibil_score,debt_to_income_ratio,applicant_age,number_of_dependents,fraud_flag,loan_type_Car Loan,loan_type_Education Loan,loan_type_Home Loan,loan_type_Personal Loan,employment_status_Retired,employment_status_Salaried,employment_status_Self-Employed,employment_status_Student,employment_status_Unemployed,property_ownership_status_Owned,property_ownership_status_Rented,gender_Male,gender_Other
100000.0,24.0,9.95,652.0,0.68,60.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
369000.0,12.0,8.1,675.0,6.58,46.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
469000.0,12.0,11.47,716.0,2.42,23.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
380000.0,360.0,7.0,718.0,3.35,50.0,4.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
892000.0,360.0,8.7,803.0,10.0,32.0,2.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
952000.0,120.0,10.06,794.0,6.41,21.0,2.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
476000.0,60.0,13.93,616.0,14.2,37.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
449000.0,360.0,9.17,647.0,9.39,27.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
480000.0,36.0,11.98,636.0,4.84,61.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
535000.0,24.0,9.29,661.0,7.24,44.0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
265000.0,240.0,10.46,758.0,10.34,52.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
543000.0,60.0,8.9,699.0,12.7,22.0,2.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
752000.0,12.0,9.73,692.0,3.48,31.0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
731000.0,240.0,12.64,619.0,10.55,27.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
474000.0,240.0,13.23,697.0,8.82,26.0,3.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
820000.0,240.0,9.95,734.0,1.12,46.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
433000.0,120.0,13.01,770.0,2.9,44.0,3.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
329000.0,36.0,13.64,675.0,7.45,37.0,0.0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
436000.0,12.0,11.1,571.0,0.0,64.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
100000.0,120.0,7.0,656.0,4.02,41.0,3.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
386000.0,36.0,8.9,641.0,0.0,30.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
179000.0,120.0,9.77,723.0,11.02,60.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
321000.0,60.0,7.92,679.0,0.96,46.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
100000.0,360.0,9.12,633.0,9.01,61.0,3.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
100000.0,60.0,10.62,670.0,0.0,31.0,2.0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
485000.0,24.0,9.75,702.0,6.26,24.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
100000.0,360.0,14.13,696.0,15.38,48.0,1.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
429000.0,240.0,13.49,693.0,13.84,30.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
354000.0,36.0,11.16,734.0,4.62,44.0,3.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
791000.0,24.0,12.41,635.0,3.52,54.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685000.0,60.0,9.82,751.0,8.77,26.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1160000.0,120.0,9.94,706.0,0.0,49.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
359000.0,36.0,12.7,739.0,4.55,55.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
667000.0,60.0,8.95,649.0,3.3,37.0,3.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
555000.0,120.0,9.96,660.0,2.7,27.0,4.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
454000.0,36.0,7.0,802.0,3.57,52.0,3.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
805000.0,360.0,9.1,750.0,0.0,46.0,4.0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
631000.0,12.0,10.54,726.0,5.74,30.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
218000.0,12.0,8.56,580.0,10.49,56.0,4.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
553000.0,60.0,10.73,692.0,6.27,62.0,2.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
546000.0,240.0,11.99,568.0,1.97,37.0,4.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
696000.0,240.0,10.75,652.0,0.0,37.0,4.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
100000.0,24.0,13.39,642.0,18.06,48.0,3.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
646000.0,240.0,9.02,715.0,0.0,52.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
411000.0,24.0,13.1,664.0,2.3,49.0,2.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
337000.0,24.0,7.66,682.0,17.86,57.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
248000.0,240.0,9.81,663.0,3.68,31.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
406000.0,240.0,11.72,666.0,2.03,60.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
399000.0,120.0,9.17,730.0,2.52,50.0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
434000.0,60.0,9.64,693.0,4.55,50.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
727000.0,12.0,10.39,653.0,8.98,59.0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
438000.0,12.0,7.27,680.0,3.36,33.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
921000.0,36.0,10.23,675.0,6.91,62.0,3.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
829000.0,60.0,10.19,796.0,6.48,30.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
163000.0,240.0,8.91,627.0,0.0,51.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
100000.0,240.0,10.0,753.0,7.72,23.0,2.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
833000.0,12.0,7.0,646.0,2.24,52.0,2.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
732000.0,36.0,12.51,659.0,8.09,57.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1005000.0,36.0,9.69,691.0,8.94,38.0,1.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
860000.0,36.0,11.21,709.0,6.66,42.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
203000.0,240.0,13.78,707.0,6.65,62.0,2.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
100000.0,240.0,11.09,701.0,7.97,22.0,4.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
803000.0,240.0,8.47,732.0,1.25,26.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
594000.0,60.0,7.34,749.0,4.29,63.0,4.0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
186000.0,120.0,10.74,734.0,5.44,31.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
820000.0,24.0,9.45,639.0,2.26,45.0,1.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
607000.0,60.0,10.49,738.0,0.0,64.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
761000.0,120.0,8.07,607.0,5.74,38.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
308000.0,120.0,9.79,574.0,17.52,51.0,1.0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
258000.0,60.0,8.23,716.0,1.33,46.0,4.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
953000.0,24.0,12.63,790.0,18.0,59.0,2.0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
100000.0,60.0,13.66,814.0,9.0,24.0,1.0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
408000.0,12.0,13.28,739.0,13.21,52.0,2.0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
325000.0,60.0,7.9,657.0,4.38,56.0,4.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
572000.0,36.0,9.36,658.0,20.39,64.0,1.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
100000.0,120.0,10.56,770.0,5.75,27.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
828000.0,120.0,9.6,743.0,4.14,42.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
166000.0,12.0,11.28,626.0,8.2,63.0,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
728000.0,360.0,12.23,764.0,10.3,46.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
100000.0,240.0,8.16,684.0,16.67,56.0,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
528000.0,36.0,11.24,725.0,8.12,42.0,4.0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
680000.0,24.0,11.51,709.0,0.26,24.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
585000.0,240.0,11.57,627.0,7.7,44.0,4.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
100000.0,360.0,9.37,659.0,5.41,37.0,0.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
588000.0,240.0,12.59,651.0,6.87,53.0,2.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
686000.0,24.0,9.95,702.0,9.42,22.0,4.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
375000.0,120.0,10.51,663.0,12.59,60.0,4.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
547000.0,360.0,12.69,736.0,1.12,40.0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
318000.0,120.0,12.58,791.0,4.17,30.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
100000.0,12.0,7.0,641.0,9.23,63.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
680000.0,12.0,10.47,715.0,1.68,45.0,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
742000.0,360.0,9.83,594.0,2.08,64.0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
507000.0,360.0,11.45,697.0,5.24,29.0,3.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
709000.0,240.0,9.89,630.0,4.31,34.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
939000.0,12.0,12.21,708.0,3.62,48.0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
669000.0,360.0,9.84,658.0,7.06,21.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
868000.0,36.0,9.51,710.0,9.8,26.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
600000.0,12.0,10.73,765.0,5.67,37.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
100000.0,120.0,8.38,661.0,5.35,28.0,2.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
897000.0,12.0,10.87,658.0,6.53,29.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
509000.0,36.0,10.11,774.0,0.0,23.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
176000.0,12.0,10.53,601.0,0.86,38.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
282000.0,360.0,9.85,744.0,3.87,35.0,3.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
404000.0,24.0,8.8,695.0,3.63,34.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
797000.0,36.0,11.36,668.0,3.62,55.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
553000.0,120.0,10.1,678.0,2.9,51.0,3.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
130000.0,36.0,12.25,698.0,10.5,51.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
386000.0,36.0,9.87,753.0,9.55,33.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
707000.0,360.0,10.68,586.0,0.94,61.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
198000.0,36.0,12.43,801.0,8.25,59.0,2.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
491000.0,36.0,11.01,649.0,6.92,62.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
100000.0,240.0,15.92,785.0,3.14,50.0,3.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
696000.0,60.0,7.0,689.0,5.08,65.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
808000.0,240.0,9.93,828.0,0.0,60.0,3.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
468000.0,24.0,11.27,743.0,11.09,53.0,4.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
1143000.0,12.0,11.16,708.0,9.09,29.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
866000.0,36.0,8.04,678.0,13.77,28.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
415000.0,12.0,9.87,668.0,5.44,39.0,3.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
840000.0,60.0,7.79,656.0,0.0,30.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
798000.0,12.0,9.91,651.0,5.81,54.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
483000.0,240.0,7.02,701.0,7.32,25.0,2.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
649000.0,60.0,7.59,651.0,7.88,25.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
518000.0,360.0,8.82,589.0,0.0,64.0,3.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
291000.0,120.0,13.08,773.0,4.37,50.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
386000.0,120.0,8.91,730.0,1.94,29.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
100000.0,120.0,12.05,716.0,3.43,42.0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
564000.0,12.0,12.48,801.0,6.37,57.0,4.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
403000.0,360.0,10.32,654.0,6.84,30.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
750000.0,240.0,12.65,717.0,1.99,42.0,2.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
239000.0,36.0,9.73,731.0,9.35,57.0,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
847000.0,60.0,8.83,719.0,5.45,35.0,3.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
564000.0,12.0,7.0,629.0,8.64,38.0,2.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
394000.0,60.0,14.35,653.0,13.15,48.0,2.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
232000.0,36.0,9.0,706.0,1.54,45.0,3.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
686000.0,120.0,9.7,638.0,0.78,35.0,4.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
409000.0,240.0,9.06,750.0,1.65,49.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
675000.0,24.0,11.44,740.0,14.39,55.0,2.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
539000.0,36.0,9.95,728.0,5.34,62.0,4.0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
100000.0,24.0,12.05,744.0,10.4,47.0,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
100000.0,12.0,13.5,697.0,3.07,47.0,2.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
684000.0,24.0,11.29,711.0,9.01,48.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
222000.0,240.0,15.03,695.0,3.12,49.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
941000.0,240.0,12.23,753.0,0.0,62.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
556000.0,36.0,10.49,761.0,7.63,39.0,3.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
570000.0,60.0,11.25,609.0,3.65,57.0,2.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
842000.0,60.0,7.3,672.0,4.53,36.0,4.0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
938000.0,120.0,11.31,755.0,5.87,33.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
966000.0,60.0,12.62,659.0,3.05,21.0,4.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
798000.0,240.0,13.88,640.0,2.76,53.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
624000.0,12.0,11.81,739.0,1.76,43.0,1.0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
100000.0,60.0,13.37,601.0,7.44,63.0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
424000.0,12.0,10.11,672.0,13.65,56.0,4.0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
480000.0,360.0,9.19,784.0,7.57,33.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
745000.0,360.0,7.86,664.0,3.3,33.0,4.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
556000.0,36.0,12.21,703.0,19.84,39.0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
665000.0,60.0,11.72,719.0,8.41,43.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
166000.0,24.0,11.85,582.0,16.11,31.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
462000.0,24.0,9.09,753.0,3.13,40.0,4.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
247000.0,240.0,8.97,728.0,0.0,56.0,2.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
587000.0,60.0,7.0,639.0,4.28,63.0,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
682000.0,240.0,7.91,665.0,1.37,65.0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
375000.0,12.0,7.0,620.0,14.32,40.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
365000.0,360.0,10.92,705.0,3.66,23.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
260000.0,12.0,7.0,776.0,1.2,48.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
651000.0,60.0,9.73,668.0,2.02,42.0,4.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1065000.0,12.0,12.18,734.0,6.17,49.0,3.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
481000.0,12.0,10.38,649.0,4.28,54.0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
472000.0,240.0,13.02,689.0,0.0,42.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
485000.0,360.0,8.79,629.0,7.75,47.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
669000.0,36.0,10.18,744.0,13.89,40.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
376000.0,24.0,10.47,668.0,1.87,50.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
437000.0,60.0,10.28,658.0,0.78,49.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
370000.0,24.0,14.04,642.0,10.11,42.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
789000.0,120.0,13.58,663.0,8.95,42.0,2.0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
148000.0,36.0,13.87,739.0,0.19,34.0,4.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
371000.0,12.0,10.29,811.0,6.88,62.0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
284000.0,24.0,9.7,709.0,6.34,31.0,4.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
100000.0,36.0,11.6,674.0,3.88,48.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
797000.0,12.0,8.79,737.0,15.42,58.0,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
562000.0,24.0,10.74,739.0,3.61,29.0,3.0,0,0,0,0,1,0,0,1,0,0,0,1,1,0
100000.0,360.0,12.73,645.0,4.96,36.0,4.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
461000.0,36.0,11.64,694.0,0.43,22.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
304000.0,240.0,14.39,698.0,7.72,24.0,3.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
105000.0,360.0,9.22,743.0,8.88,51.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
680000.0,360.0,10.98,782.0,2.38,38.0,2.0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
621000.0,36.0,10.83,726.0,9.7,52.0,2.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
654000.0,360.0,9.55,654.0,7.89,43.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
131000.0,60.0,11.37,674.0,8.68,38.0,3.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
119000.0,240.0,11.52,653.0,12.64,37.0,4.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
766000.0,120.0,9.67,768.0,4.44,61.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
661000.0,24.0,12.83,736.0,6.24,39.0,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
802000.0,360.0,7.46,717.0,4.33,63.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
720000.0,36.0,8.24,710.0,2.06,50.0,1.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
698000.0,36.0,12.19,619.0,4.71,50.0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
665000.0,240.0,11.67,680.0,0.76,52.0,3.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
860000.0,36.0,13.66,671.0,7.38,57.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
602000.0,60.0,9.02,680.0,6.07,22.0,4.0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
111000.0,360.0,9.87,740.0,5.5,54.0,3.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1038000.0,120.0,7.64,754.0,9.95,32.0,3.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
444000.0,24.0,13.53,807.0,5.0,61.0,1.0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
517000.0,60.0,13.03,566.0,8.51,50.0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
485000.0,240.0,7.73,761.0,0.0,43.0,2.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
561000.0,36.0,11.78,723.0,6.66,56.0,2.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
142000.0,12.0,7.0,710.0,9.77,65.0,3.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
487000.0,24.0,11.5,683.0,2.42,36.0,2.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
155000.0,24.0,12.67,720.0,9.47,59.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
163000.0,120.0,9.93,624.0,3.25,64.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
135000.0,360.0,10.34,728.0,4.15,34.0,2.0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
528000.0,60.0,12.17,711.0,0.0,47.0,4.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
246000.0,120.0,14.06,693.0,9.93,51.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
741000.0,24.0,8.66,705.0,5.53,28.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
624000.0,240.0,9.47,741.0,11.62,59.0,2.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
369000.0,360.0,12.31,711.0,2.86,58.0,2.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
356000.0,60.0,9.54,639.0,7.6,59.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
543000.0,24.0,8.78,665.0,0.88,24.0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
337000.0,240.0,7.96,762.0,6.23,58.0,1.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
539000.0,24.0,10.18,701.0,5.01,50.0,2.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
793000.0,12.0,8.13,733.0,6.93,58.0,2.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
784000.0,240.0,7.14,674.0,4.69,43.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
128000.0,12.0,11.87,721.0,8.29,33.0,2.0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
695000.0,12.0,11.08,696.0,5.2,55.0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
746000.0,12.0,10.07,700.0,9.59,41.0,4.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
206000.0,36.0,10.34,699.0,6.08,27.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
884000.0,360.0,13.57,740.0,0.37,25.0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
100000.0,24.0,10.12,807.0,5.56,52.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
482000.0,24.0,10.23,719.0,12.15,34.0,4.0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
893000.0,36.0,11.98,728.0,2.33,42.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
657000.0,36.0,10.18,672.0,20.09,60.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
433000.0,36.0,9.45,687.0,0.0,52.0,3.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
714000.0,36.0,12.43,698.0,0.8,28.0,2.0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
410000.0,36.0,8.39,638.0,6.34,48.0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
764000.0,24.0,8.7,661.0,9.68,27.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
490000.0,36.0,11.63,811.0,6.94,28.0,4.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
100000.0,120.0,10.33,669.0,4.63,58.0,2.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
556000.0,24.0,10.74,659.0,4.06,49.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
146000.0,60.0,10.87,732.0,0.0,44.0,2.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
1030000.0,12.0,8.71,734.0,11.94,38.0,4.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1031000.0,60.0,9.55,768.0,2.78,57.0,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
876000.0,24.0,8.49,789.0,1.79,50.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
457000.0,120.0,12.87,591.0,6.93,59.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
100000.0,60.0,13.78,706.0,3.21,64.0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
329000.0,120.0,12.04,775.0,2.39,37.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
